Galaxy,Blaster,Rebel,ManaReaver,Demolitionist,Cybernetic,Infiltrator,StarGuardian,Paragon,Sniper,Set3_Celestial,MechPilot,Set3_Sorcerer,Astro,Chrono,Battlecast,Set3_Brawler,SpacePirate,DarkStar,Vanguard,Starship,Mercenary,Protector,Set3_Mystic,Set3_Blademaster,DamageToPlayer,Top4,Win
Treasure Trove,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,179,TRUE,TRUE
Plunder Planet,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,91,FALSE,FALSE
Trade Sector,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,69,FALSE,FALSE
Binary Star,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,76,TRUE,FALSE
Plunder Planet,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,32,FALSE,FALSE
SuperDense,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 3,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,96,TRUE,FALSE
Plunder Planet,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 3,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,104,FALSE,FALSE
Little Legend,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,111,TRUE,FALSE
Galactic Armory,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,80,FALSE,FALSE
Normal,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,133,TRUE,FALSE
SuperDense,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,152,TRUE,FALSE
Treasure Trove,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 3,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,85,FALSE,FALSE
Trade Sector,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 3,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,185,TRUE,TRUE
Normal,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 3,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,149,TRUE,TRUE
Normal,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 3,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,38,FALSE,FALSE
SuperDense,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,58,FALSE,FALSE
Normal,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,68,TRUE,FALSE
Star Cluster,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,103,TRUE,FALSE
Trade Sector,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,143,TRUE,TRUE
Galactic Armory,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,177,TRUE,TRUE
Trade Sector,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,134,TRUE,FALSE
Trade Sector,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,188,TRUE,FALSE
Little Legend,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,62,FALSE,FALSE
Treasure Trove,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,99,FALSE,FALSE
SuperDense,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,138,TRUE,FALSE
Galactic Armory,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,61,FALSE,FALSE
Star Cluster,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,62,FALSE,FALSE
Treasure Trove,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,127,TRUE,FALSE
Normal,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,54,FALSE,FALSE
SuperDense,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,114,TRUE,FALSE
Little Legend,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,187,TRUE,TRUE
Normal,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,119,TRUE,FALSE
Star Cluster,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,56,FALSE,FALSE
Little Legend,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,54,FALSE,FALSE
Star Cluster,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,38,FALSE,FALSE
Treasure Trove,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,65,FALSE,FALSE
The Neekoverse,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,72,FALSE,FALSE
Normal,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 2,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,194,TRUE,TRUE
Galactic Armory,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 3,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,90,FALSE,FALSE
Treasure Trove,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,90,TRUE,FALSE
Galactic Armory,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,117,TRUE,FALSE
Normal,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,74,FALSE,FALSE
Normal,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,98,TRUE,FALSE
Trade Sector,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,244,TRUE,TRUE
Star Cluster,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,151,TRUE,FALSE
Star Cluster,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,241,TRUE,TRUE
Galactic Armory,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,51,FALSE,FALSE
Trade Sector,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,104,TRUE,FALSE
Little Legends,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,171,TRUE,FALSE
Star Cluster,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,141,TRUE,FALSE
Trade Sector,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,121,TRUE,FALSE
Star Cluster,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 1,Tier 0,137,TRUE,FALSE
Little Legends,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,82,FALSE,FALSE
Galactic Armory,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 3,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,129,TRUE,FALSE
Normal,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,83,FALSE,FALSE
Star Cluster,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,30,FALSE,FALSE
Star Cluster,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,200,TRUE,TRUE
Binary Star,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 3,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,150,TRUE,TRUE
SuperDense,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 3,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,88,FALSE,FALSE
Treasure Trove,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 3,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,217,TRUE,TRUE
Little Legends,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,174,TRUE,TRUE
Binary Star,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 3,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,205,TRUE,TRUE
Treasure Trove,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,76,TRUE,FALSE
Little Legends,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 3,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,154,TRUE,TRUE
Salvage World,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,102,TRUE,FALSE
Trade Sector,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,134,TRUE,FALSE
Manatee's Delight,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,149,TRUE,FALSE
Salvage World,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 1,Tier 0,174,TRUE,TRUE
Manatee's Delight,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,199,TRUE,TRUE
Normal,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,122,TRUE,FALSE
Manatee's Delight,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 3,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,135,TRUE,TRUE
Trade Sector,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,99,TRUE,FALSE
Little Legend,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,Tier 0,60,FALSE,FALSE
SuperDense,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 1,Tier 0,Tier 1,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,166,TRUE,TRUE
Treasure Trove,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,141,TRUE,FALSE
Manatee's Delight,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 1,Tier 0,182,TRUE,TRUE
Salvage World,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,130,TRUE,FALSE
Binary Star,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,175,TRUE,TRUE
Normal,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,87,FALSE,FALSE
Treasure Trove,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,172,TRUE,TRUE
Plunder Planet,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,70,FALSE,FALSE
Plunder Planet,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 1,Tier 0,164,TRUE,FALSE
Little Legend,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 1,Tier 0,Tier 1,Tier 0,129,TRUE,FALSE
Trade Sector,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,195,TRUE,TRUE
